Title,Author,Genre,Downloads,Book_URL
The People of the Black Circle,Robert E. Howard,Fiction,33744,https://www.gutenberg.org/ebooks/42259
"De la terre à la lune, trajet direct en 97 heures 20 minutes (French)",Jules Verne,Fiction,33731,https://www.gutenberg.org/ebooks/38674
A Martian Odyssey,Stanley G. Weinbaum,Fiction,33680,https://www.gutenberg.org/ebooks/23731
Out of Time's Abyss,Edgar Rice Burroughs,Fiction,33578,https://www.gutenberg.org/ebooks/553
The Revolt on Venus,Carey Rockwell,Fiction,33556,https://www.gutenberg.org/ebooks/19027
The Secret of the Ninth Planet,Donald A. Wollheim,Fiction,33485,https://www.gutenberg.org/ebooks/33644
Notre-Dame de Paris,Victor Hugo,Fiction,33450,https://www.gutenberg.org/ebooks/2610
Shadows in the Moonlight,Robert E. Howard,Fiction,33354,https://www.gutenberg.org/ebooks/42188
Brood of the Dark Moon,Charles Willard Diffin,Fiction,33252,https://www.gutenberg.org/ebooks/32398
The Picture of Dorian Gray,Oscar Wilde,Fiction,33218,https://www.gutenberg.org/ebooks/174
"The Awakening, and Selected Short Stories",Kate Chopin,Fiction,33032,https://www.gutenberg.org/ebooks/160
Ulysses,James Joyce,Fiction,33021,https://www.gutenberg.org/ebooks/4300
Vanity Fair,William Makepeace Thackeray,Fiction,32997,https://www.gutenberg.org/ebooks/599
The Adventures of Pinocchio,Carlo Collodi,Fiction,32993,https://www.gutenberg.org/ebooks/500
War and Peace,graf Leo Tolstoy,Fiction,32962,https://www.gutenberg.org/ebooks/2600
Mrs. Dalloway,Virginia Woolf,Fiction,32926,https://www.gutenberg.org/ebooks/71865
Jewels of Gwahlur,Robert E. Howard,Fiction,32807,https://www.gutenberg.org/ebooks/42236
The Pickwick Papers,Charles Dickens,Fiction,32794,https://www.gutenberg.org/ebooks/580
The Undersea Tube,L. Taylor Hansen,Fiction,32708,https://www.gutenberg.org/ebooks/27609
Aladdin & Co.: A Romance of Yankee Magic,Herbert Quick,Fiction,32594,https://www.gutenberg.org/ebooks/23745
Wizard,Laurence M. Janifer,Fiction,32553,https://www.gutenberg.org/ebooks/24375
Nicholas Nickleby,Charles Dickens,Fiction,32398,https://www.gutenberg.org/ebooks/967
"The life and opinions of Tristram Shandy, gentleman",Laurence Sterne,Fiction,32367,https://www.gutenberg.org/ebooks/1079
Gargantua and Pantagruel,François Rabelais,Fiction,32234,https://www.gutenberg.org/ebooks/1200
Metamorphosis,Franz Kafka,Fiction,32172,https://www.gutenberg.org/ebooks/5200
The Red Badge of Courage: An Episode of the American Civil War,Stephen Crane,Fiction,32106,https://www.gutenberg.org/ebooks/73
Cruel as the grave,Emma Dorothy Eliza Nevitte Southworth,Fiction,31978,https://www.gutenberg.org/ebooks/23789
The Decameron of Giovanni Boccaccio,Giovanni Boccaccio,Fiction,31807,https://www.gutenberg.org/ebooks/23700
The Portrait of a Lady — Volume 1,Henry James,Fiction,31563,https://www.gutenberg.org/ebooks/2833
The Castle of Otranto,Horace Walpole,Fiction,31213,https://www.gutenberg.org/ebooks/696
The Candidate: A Political Romance,Joseph A. Altsheler,Fiction,31185,https://www.gutenberg.org/ebooks/25132
The Satyricon — Complete,Petronius Arbiter,Fiction,31030,https://www.gutenberg.org/ebooks/5225
The Place of Honeymoons,Harold MacGrath,Fiction,30916,https://www.gutenberg.org/ebooks/26593
The wheel of earth,Helga Sandburg,Fiction,30867,https://www.gutenberg.org/ebooks/78102
Confessions of an English Opium-Eater,Thomas De Quincey,Fiction,30654,https://www.gutenberg.org/ebooks/2040
'Firebrand' Trevison,Charles Alden Seltzer,Fiction,30268,https://www.gutenberg.org/ebooks/26951
"From the Earth to the moon; and, round the moon",Jules Verne,Fiction,30254,https://www.gutenberg.org/ebooks/83
The Fifth Queen Crowned,Ford Madox Ford,Fiction,30059,https://www.gutenberg.org/ebooks/27432
Gevoel en verstand (Dutch),Jane Austen,Fiction,29853,https://www.gutenberg.org/ebooks/25946
An Old Man's Love,Anthony Trollope,Fiction,29588,https://www.gutenberg.org/ebooks/25001
Cuentos de amor (Spanish),condesa de Emilia Pardo Bazán,Fiction,29489,https://www.gutenberg.org/ebooks/55514
Project Daedalus,Thomas Hoover,Fiction,29384,https://www.gutenberg.org/ebooks/34320
Project Cyclops,Thomas Hoover,Fiction,29097,https://www.gutenberg.org/ebooks/34319
"The History of Mary Prince, a West Indian Slave",Mary Prince,Fiction,29026,https://www.gutenberg.org/ebooks/17851
L'amore che torna: romanzo (Italian),Guido da Verona,Fiction,29013,https://www.gutenberg.org/ebooks/38720
La dame aux camélias (French),Alexandre Dumas,Fiction,28996,https://www.gutenberg.org/ebooks/2419
The Swiss family Robinson,Johann David Wyss,Fiction,28957,https://www.gutenberg.org/ebooks/78017
The Girl on the Boat,P. G. Wodehouse,Fiction,28926,https://www.gutenberg.org/ebooks/20717
"The History of Pendennis, Volume 2",William Makepeace Thackeray,Fiction,28925,https://www.gutenberg.org/ebooks/9904
The Small House at Allington,Anthony Trollope,Fiction,28860,https://www.gutenberg.org/ebooks/4599
Insolación y Morriña (Dos historias amorosas) (Spanish),condesa de Emilia Pardo Bazán,Fiction,28850,https://www.gutenberg.org/ebooks/52597
Tales grotesque and curious,Ryūnosuke Akutagawa,Fiction,28849,https://www.gutenberg.org/ebooks/78105
Infatuation,Lloyd Osbourne,Fiction,28847,https://www.gutenberg.org/ebooks/47434
A Terrible Temptation: A Story of To-Day,Charles Reade,Fiction,28823,https://www.gutenberg.org/ebooks/7895
A Love Story,William Harvey Christie,Fiction,28764,https://www.gutenberg.org/ebooks/8883
Los miserables - Tomo 2 (de 2) (Spanish),Victor Hugo,Fiction,28741,https://www.gutenberg.org/ebooks/78068
Madame Flirt,Charles Edward Pearce,Fiction,28730,https://www.gutenberg.org/ebooks/18547
The Hermit Doctor of Gaya: A Love Story of Modern India,I. A. R. Wylie,Fiction,28724,https://www.gutenberg.org/ebooks/49555
The Raft,Coningsby Dawson,Fiction,28712,https://www.gutenberg.org/ebooks/50498
The Scourge of God: A Romance of Religious Persecution,John Bloundelle-Burton,Fiction,28687,https://www.gutenberg.org/ebooks/52734
The Rustle of Silk,Cosmo Hamilton,Fiction,28686,https://www.gutenberg.org/ebooks/35079
Five Weeks in a Balloon,Jules Verne,Fiction,28684,https://www.gutenberg.org/ebooks/3526
The dangerous game,William Le Queux,Fiction,28683,https://www.gutenberg.org/ebooks/78029
En pays lointain (French),Jack London,Fiction,28679,https://www.gutenberg.org/ebooks/78041
At the Sign of the Cat and Racket,Honoré de Balzac,Fiction,28673,https://www.gutenberg.org/ebooks/1680
"Addie's Husband; or, Through clouds to sunshine",Mrs. Gordon Smythies,Fiction,28668,https://www.gutenberg.org/ebooks/49806
The Hawk of Egypt,Joan Conquest,Fiction,28665,https://www.gutenberg.org/ebooks/15721
The Black Moth: A Romance of the XVIIIth Century,Georgette Heyer,Fiction,28662,https://www.gutenberg.org/ebooks/38703
My Friend the Chauffeur,C. N. Williamson and A. M. Williamson,Fiction,28658,https://www.gutenberg.org/ebooks/19441
Humanism and America :  Essays on the outlook of modern civilisation,Unknown / Various,Fiction,28647,https://www.gutenberg.org/ebooks/78119
Lucifer :  roman moderne (French),Maurice Magre,Fiction,28626,https://www.gutenberg.org/ebooks/78064
Bambi,Marjorie Benton Cooke,Fiction,28604,https://www.gutenberg.org/ebooks/11197
"Alice, or the Mysteries — Complete",Baron Edward Bulwer Lytton Lytton,Fiction,28599,https://www.gutenberg.org/ebooks/9774
"Wilson's Tales of the Borders and of Scotland, Volume 24",Unknown / Various,Fiction,28597,https://www.gutenberg.org/ebooks/14421
"Three millions! :  or, The way of the world",Oliver Optic,Fiction,28590,https://www.gutenberg.org/ebooks/76553
The Vision of Desire,Margaret Pedler,Fiction,28563,https://www.gutenberg.org/ebooks/7855
King Midas: a Romance,Upton Sinclair,Fiction,28508,https://www.gutenberg.org/ebooks/4923
The Green Dolphin,Sara Ware Bassett,Fiction,28503,https://www.gutenberg.org/ebooks/78005
Thelma,Marie Corelli,Fiction,28484,https://www.gutenberg.org/ebooks/3823
The Viper of Milan: A Romance of Lombardy,Marjorie Bowen,Fiction,28475,https://www.gutenberg.org/ebooks/48963
"Jane Seton; or, The King's Advocate: A Scottish Historical Romance",James Grant,Fiction,28472,https://www.gutenberg.org/ebooks/64836
Priscilla's Spies,George A. Birmingham,Fiction,28468,https://www.gutenberg.org/ebooks/21394
Love and Life: An Old Story in Eighteenth Century Costume,Charlotte M. Yonge,Fiction,28460,https://www.gutenberg.org/ebooks/5700
The marvellous land of Snergs,E. A. Wyke-Smith,Fiction,28434,https://www.gutenberg.org/ebooks/78120
Joan and Co.,Frederick Orin Bartlett,Fiction,28414,https://www.gutenberg.org/ebooks/78046
Amitié amoureuse (French),Hermine Oudinot Lecomte du Noüy,Fiction,28413,https://www.gutenberg.org/ebooks/36635
The Hill of Venus,Nathan Gallizier,Fiction,28409,https://www.gutenberg.org/ebooks/39970
Kate Mulhall :  A romance of the Oregon Trail,Ezra Meeker,Fiction,28406,https://www.gutenberg.org/ebooks/78040
The black pearl,Marie Lion,Fiction,28404,https://www.gutenberg.org/ebooks/78087
The First of the English: A Novel,Archibald Clavering Gunter,Fiction,28401,https://www.gutenberg.org/ebooks/67804
The last dragon,Dan Totheroh,Fiction,28397,https://www.gutenberg.org/ebooks/76411
The loot of the Lazy A,W. C. Tuttle,Fiction,28390,https://www.gutenberg.org/ebooks/78028
The haunting hand,Walter Adolphe Roberts,Fiction,28381,https://www.gutenberg.org/ebooks/78094
The Honour of Savelli: A Romance,S. Levett Yeats,Fiction,28377,https://www.gutenberg.org/ebooks/38250
The Mandarin's Fan,Fergus Hume,Fiction,28376,https://www.gutenberg.org/ebooks/36346
The Lilac Sunbonnet: A Love Story,S. R. Crockett,Fiction,28373,https://www.gutenberg.org/ebooks/4918
Faithful Margaret: A Novel,Mrs. J. M. Simpson,Fiction,28367,https://www.gutenberg.org/ebooks/36360
The trouble at Pinelands :  A detective story,Ernest M. Poate,Fiction,28359,https://www.gutenberg.org/ebooks/78103
The San Rosario Ranch,Maud Howe Elliott,Fiction,28346,https://www.gutenberg.org/ebooks/42283
Under the Witches' Moon: A Romantic Tale of Mediaeval Rome,Nathan Gallizier,Fiction,28345,https://www.gutenberg.org/ebooks/44827
The unknown seven :  A detective story,Herman Landon,Fiction,28341,https://www.gutenberg.org/ebooks/78010
The Black Abbot,Edgar Wallace,Fiction,28329,https://www.gutenberg.org/ebooks/75643
L'imposture (French),Georges Bernanos,Fiction,28317,https://www.gutenberg.org/ebooks/78021
Deux générations (French),graf Leo Tolstoy,Fiction,28302,https://www.gutenberg.org/ebooks/78069
Success,Una L. Silberrad,Fiction,28293,https://www.gutenberg.org/ebooks/78012
Boston :  a novel,Upton Sinclair,Fiction,28285,https://www.gutenberg.org/ebooks/78039
Irene Iddesleigh,Amanda McKittrick Ros,Fiction,28284,https://www.gutenberg.org/ebooks/34181
The Cardinal's snuff-box,Henry Harland,Fiction,28283,https://www.gutenberg.org/ebooks/5610
Bushy :  a romance founded on fact,Cynthia May Westover Alden,Fiction,28271,https://www.gutenberg.org/ebooks/78043
The bitter tea of General Yen,Grace Zaring Stone,Fiction,28269,https://www.gutenberg.org/ebooks/78108
Liebe ist ewig :  Roman (German),Wilhelm von Polenz,Fiction,28253,https://www.gutenberg.org/ebooks/78125
The Crimson Gardenia and Other Tales of Adventure,Rex Beach,Fiction,28249,https://www.gutenberg.org/ebooks/32101
The Love-Story of Aliette Brunton,Gilbert Frankau,Fiction,28239,https://www.gutenberg.org/ebooks/59931
Vecchie storie d'amore (Italian),Adolfo Albertazzi,Fiction,28231,https://www.gutenberg.org/ebooks/38628
Lintukoto :  Muutamia päiväkirjan lehtiä (Finnish),Joel Lehtonen,Fiction,28231,https://www.gutenberg.org/ebooks/78058
The Guarded Heights,Wadsworth Camp,Fiction,28224,https://www.gutenberg.org/ebooks/33733
The bar act,Bud La Mar,Fiction,28200,https://www.gutenberg.org/ebooks/78116
The weird of the wanderer :  Being the papyrus records of some incidents in one of the previous lives of  Mr. Nicholas Crabbe,Frederick Rolfe and C. H. C. Pirie-Gordon,Fiction,28194,https://www.gutenberg.org/ebooks/78126
Three sevens :  A detective story,Perley Poore Sheehan,Fiction,28187,https://www.gutenberg.org/ebooks/78011
The woman of Andros,Thornton Wilder,Fiction,28187,https://www.gutenberg.org/ebooks/78024
The vidiot,Ib Melchior,Fiction,28186,https://www.gutenberg.org/ebooks/78057
Karavaani ja muita juttuja (Finnish),Pentti Haanpää,Fiction,28182,https://www.gutenberg.org/ebooks/78018
"Fairy dreams :  or, Wanderings in Elf-land",Jane G. Austin,Fiction,28181,https://www.gutenberg.org/ebooks/76391
L'homme tout nu (French),Catulle Mendès,Fiction,28178,https://www.gutenberg.org/ebooks/78059
Tales of terror,Dick Donovan,Fiction,28176,https://www.gutenberg.org/ebooks/76261
The Mask: A Story of Love and Adventure,Arthur Hornblow,Fiction,28170,https://www.gutenberg.org/ebooks/20131
Things near & far,Arthur Machen,Fiction,28165,https://www.gutenberg.org/ebooks/78106
Only a clod,M. E. Braddon,Fiction,28159,https://www.gutenberg.org/ebooks/76927
The magnificent possession,Isaac Asimov,Fiction,28156,https://www.gutenberg.org/ebooks/76871
"How they loved him, Vol. 2 (of 3) :  A novel",Florence Marryat,Fiction,28140,https://www.gutenberg.org/ebooks/78111
"Claribel :  or, Rest at last",Lucy Ellen Guernsey,Fiction,28140,https://www.gutenberg.org/ebooks/78044
Love and Lucy,Maurice Hewlett,Fiction,28121,https://www.gutenberg.org/ebooks/29868
Officer 666,Barton Wood Currie and Augustin McHugh,Fiction,28113,https://www.gutenberg.org/ebooks/30228
The hand of God,Murray Leinster,Fiction,28113,https://www.gutenberg.org/ebooks/78088
Borrowed feathers,Ruth Lamb,Fiction,28105,https://www.gutenberg.org/ebooks/78051
Grateful Peter's new year's gift,Ruth Lamb,Fiction,28088,https://www.gutenberg.org/ebooks/78109
Quand le rideau s'est baissé (French),Pierre Mille,Fiction,28084,https://www.gutenberg.org/ebooks/78036
L'homme à l'Hispano :  roman (French),Pierre Frondaie,Fiction,28080,https://www.gutenberg.org/ebooks/78101
"How they loved him, Vol. 1 (of 3) :  A novel",Florence Marryat,Fiction,28044,https://www.gutenberg.org/ebooks/78031
The winner and new...,Ib Melchior,Fiction,28040,https://www.gutenberg.org/ebooks/78073
"Joe Strong and his wings of steel :  or, A young acrobat in the clouds",Vance Barnum,Fiction,28035,https://www.gutenberg.org/ebooks/78067
The golden journey of Mr. Paradyne,William John Locke,Fiction,28008,https://www.gutenberg.org/ebooks/78127
A young man's story,Sarah Doudney,Fiction,28006,https://www.gutenberg.org/ebooks/78060
"""Hauska tutustua!"" :  Viisunikkarin elämyksiä Lännen kultamaassa (Finnish)",Tatu Pekkarinen,Fiction,27998,https://www.gutenberg.org/ebooks/78008
A municipal feud,Ernest Haycox,Fiction,27994,https://www.gutenberg.org/ebooks/78086
The dream detective,Sax Rohmer,Fiction,27977,https://www.gutenberg.org/ebooks/77056
The blue scarab,R. Austin Freeman,Fiction,27970,https://www.gutenberg.org/ebooks/76116
The white rain came,Jr. Sam Merwin,Fiction,27965,https://www.gutenberg.org/ebooks/78055
"Die Elixiere des Teufels :  Nachgelassene Papiere des Bruders Medardus, eines Kapuziners (German)",E. T. A. Hoffmann,Fiction,27959,https://www.gutenberg.org/ebooks/76360
From Kingdom to Colony,Mary Devereux,Fiction,27938,https://www.gutenberg.org/ebooks/34232
A silent witness,R. Austin Freeman,Fiction,27919,https://www.gutenberg.org/ebooks/76796
The Old Lady flies,Raoul Whitfield,Fiction,27907,https://www.gutenberg.org/ebooks/78035
The happiness of Hazelbrook,Charlotte Grace O'Brien,Fiction,27898,https://www.gutenberg.org/ebooks/78045
Law-star for an outlaw,W. C. Tuttle,Fiction,27876,https://www.gutenberg.org/ebooks/76995
The black kiss,Robert Bloch and Henry Kuttner,Fiction,27874,https://www.gutenberg.org/ebooks/76435
Preview,Frank Belknap Long,Fiction,27858,https://www.gutenberg.org/ebooks/78072
The trail of the serpent,M. E. Braddon,Fiction,27837,https://www.gutenberg.org/ebooks/75840
The Hunniwell boys and the platinum mystery,L. P. Wyman,Fiction,27837,https://www.gutenberg.org/ebooks/76521
The new terror,Gaston Leroux,Fiction,27825,https://www.gutenberg.org/ebooks/76493
"The magic ring, Vol. 3 (of 3)",Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,Fiction,27809,https://www.gutenberg.org/ebooks/77099
The amazing adventures of Letitia Carberry,Mary Roberts Rinehart,Fiction,27765,https://www.gutenberg.org/ebooks/75922
Huligaani :  ynnä muita kertoelmia (Finnish),Arvid Järnefelt,Fiction,27751,https://www.gutenberg.org/ebooks/78081
The crimson circle,Edgar Wallace,Fiction,27743,https://www.gutenberg.org/ebooks/76257
The Roman hat mystery :  A problem in deduction,Ellery Queen,Fiction,27739,https://www.gutenberg.org/ebooks/76339
The magic casket,R. Austin Freeman,Fiction,27733,https://www.gutenberg.org/ebooks/76919
"The ghost of Charlotte Cray, and other stories",Florence Marryat,Fiction,27717,https://www.gutenberg.org/ebooks/76950
"The magic ring, Vol. 2 (of 3)",Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,Fiction,27694,https://www.gutenberg.org/ebooks/77098
The trail of deception,W. C. Tuttle,Fiction,27688,https://www.gutenberg.org/ebooks/77016
The adventures of Heine,Edgar Wallace,Fiction,27674,https://www.gutenberg.org/ebooks/76462
"The magic ring, Vol. 1 (of 3)",Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,Fiction,27673,https://www.gutenberg.org/ebooks/77097
They return at evening :  A book of ghost stories,Herbert Russell Wakefield,Fiction,27672,https://www.gutenberg.org/ebooks/76358
Snow-blind,Albert M. Treynor,Fiction,27651,https://www.gutenberg.org/ebooks/76689
Arsène Lupin intervenes,Maurice Leblanc,Fiction,27646,https://www.gutenberg.org/ebooks/75896
The spirit-rapper; an autobiography,Orestes Augustus Brownson,Fiction,27642,https://www.gutenberg.org/ebooks/76858
"Lucius Davoren; or, Publicans and sinners, vol. 3",M. E. Braddon,Fiction,27642,https://www.gutenberg.org/ebooks/75877
Daredevil,Leslie Charteris,Fiction,27638,https://www.gutenberg.org/ebooks/75998
